WIN,LOSS
Michigan State: Bennett & Glancy,Minnesota: Anderson McElligott & Boorsma Bergerud
Michigan State: Bennett & Glancy,Northwestern: Landgraff & Wegener
Michigan State: Bennett & Koster,Central Oklahoma: Wendland & Williams
Michigan State: Bennett & Koster,CSU Long Beach: Flores & Ortega
Michigan State: Bennett & Koster,CSU Long Beach: Flores & Ortega
Michigan State: Bennett & Koster,Emporia State: Cabrera & Sims
Michigan State: Bennett & Koster,George Mason: Bhurtel & Fuchs
Michigan State: Bennett & Koster,George Mason: Loew & Reed
Michigan State: Bennett & Koster,Houston: Cryan & Fox
Michigan State: Bennett & Koster,Indiana: Jasani & Penumetcha
Michigan State: Bennett & Koster,Kansas: Barreto & Spiers
Michigan State: Bennett & Koster,Missouri State: Kennedy & Reeves
Michigan State: Bennett & Koster,Missouri State: Kennedy & Reeves
Michigan State: Bennett & Koster,Northwestern: Agbede & Rubin
Michigan State: Bennett & Koster,Northwestern: Chuang & Pacconi
Michigan State: Bennett & Koster,Northwestern: Chuang & Pacconi
Michigan State: Bennett & Koster,NYU: Nakakura & Ziabkin
Michigan State: Bennett & Koster,Samford: Blackwell & Riggs
Michigan State: Bennett & Koster,Samford: Gill & Tarnowski
Michigan State: Bennett & Koster,Towson: Christ & Tittle
Michigan State: Bennett & Koster,UT Dallas: Karchmer & Sendejas
Michigan State: Bennett & Koster,Wake Forest: Bressler & Mojica
Michigan State: Bennett & Koster,Wayne State: Mckenzie & Reza Husain
Michigan State: Bennett & Koster,Wayne State: Mckenzie & Reza Husain
Michigan State: Bennett & Koster,West Georgia: Clough & Larson
Michigan State: Bennett & Koster,Western Washington: Crowley & Thompson
Michigan State: Bennett & Koster,Wichita State: Babcock & Babcock
Michigan State: Bennett & Koster,Wichita State: Smith & Wentling
Michigan State: Bennett & Koster,Wyoming: Radcliffe & Willson
Michigan State: Bennett & Montford,Georgetown: Cowan & White
Michigan State: Bennett & Montford,Georgetown: Zaidi & Zinober
Michigan State: Bennett & Montford,Gonzaga: Gomelsky & Zabolio
Michigan State: Bennett & Montford,Harvard: Kundu & Ogbogu
Michigan State: Bennett & Montford,Kansas: Pieropan & Schultz
Michigan State: Bennett & Montford,Michigan: Hwang & Thurnell
Michigan State: Bennett & Montford,Minnesota: Herzer & Munson
Michigan State: Bennett & Montford,Minnesota: Herzer & Munson
Michigan State: Bennett & Montford,Southern California: Arreola & Griffin
Michigan State: Bennett & Montford,Southern California: Channa & Mirza
Michigan State: Bennett & Montford,Trinity: King & Moore
Michigan State: Bennett & Montford,Wake Forest: Shakarov & Wolfe
Michigan State: Bennett & Scott,Baylor: Hudson & Wyatt
Michigan State: Bennett & Scott,Binghamton: Picallo & T. Louis
Michigan State: Bennett & Scott,Central Oklahoma: Huffman & Wendland
Michigan State: Bennett & Scott,Gonzaga: Moreno & Morioka
Michigan State: Bennett & Scott,Minnesota: Davis & Parrish
Michigan State: Bennett & Scott,Minnesota: Johnson & Sun
Michigan State: Bennett & Scott,NYU: Fernando & Pierce
Michigan State: Bennett & Scott,Pittsburgh: Adams & Manjila
Michigan State: Bennett & Scott,Samford: Gill & Tarnowski
Michigan State: Bennett & Scott,Southern California: Christiansen & Reese
Michigan State: Bennett & Scott,UT Dallas: Lasseter & Watson
Michigan State: Bennett & Scott,UT Dallas: Lasseter & Watson
Michigan State: Buchert & Koster,CSU Fullerton: Perez & Rivera
Michigan State: Buchert & Koster,Emory: Eckel & Zhang
Michigan State: Buchert & Koster,Emory: Navarrete & Palmer
Michigan State: Buchert & Koster,Emporia State: Kuiper & Sims
Michigan State: Buchert & Koster,Georgetown: Anderson & Greer
Michigan State: Buchert & Koster,Gonzaga: Hine & Martin
Michigan State: Buchert & Koster,Gonzaga: Hine & Martin
Michigan State: Buchert & Koster,Iowa: Putney & Sanders
Michigan State: Buchert & Koster,Kansas: Peter & Semrick
Michigan State: Buchert & Koster,Kansas: Peter & Semrick
Michigan State: Buchert & Koster,Louisville: Bryant & Yeargin
Michigan State: Buchert & Koster,Minnesota: Sun & Wendland
Michigan State: Buchert & Koster,Missouri State: Engelby & Grace
Michigan State: Buchert & Koster,Navy: Lewis & Rock
Michigan State: Buchert & Koster,Northwestern: Landgraff & Stamenkovic Diez
Michigan State: Buchert & Koster,NYU: Sherman & Toth
Michigan State: Buchert & Koster,Oklahoma: Rogers & Spies
Michigan State: Buchert & Koster,UT Dallas: Beutelspacher & Kaul
Michigan State: Buchert & Koster,West Georgia: Davidson & Sturgis
Michigan State: Buchert & Koster,Wyoming: Mitchell & Radcliffe
Michigan State: Buck & Zi,Baylor: LoCicero & Pertuit
Michigan State: Buck & Zi,Houston: Kidd & Nguyen
Michigan State: Farber & Glancy,Emory: Navarrete & Palmer
Michigan State: Farber & Glancy,Kansas: Cathey & McGregory
Michigan State: Gearring & Scott,CSU Fullerton: Delgado & Wiessner
Michigan State: Gearring & Scott,Emory: Waghray & Wilson
Michigan State: Gearring & Scott,Gonzaga: Morioka & Zabolio
Michigan State: Gearring & Scott,Houston: Abad & Goodrich
Michigan State: Gearring & Scott,Houston: Sheffield & Traxler
Michigan State: Gearring & Scott,Kentucky: McBlain & Williams
Michigan State: Gearring & Scott,New School: Chaturvedi & Kaase
Michigan State: Gearring & Scott,Northwestern: Avery & Lee
Michigan State: Gearring & Scott,Northwestern: Kim & Ye
Michigan State: Gearring & Scott,Northwestern: Ye & Zimmerman
Michigan State: Gearring & Zi,Baylor: Chatur & Keeler
Michigan State: Gearring & Zi,Cornell: Lea & Lim
Michigan State: Glancy & Koster,Baylor: Hudson & Laibe
Michigan State: Glancy & Koster,Baylor: McClinton & Nguyen
Michigan State: Glancy & Koster,Binghamton: Ahuja & Suben
Michigan State: Glancy & Koster,Central Oklahoma: Huffman & Wendland
Michigan State: Glancy & Koster,CSU Fullerton: Carrasco & White
Michigan State: Glancy & Koster,Emory: Navarrete & Palmer
Michigan State: Glancy & Koster,Georgetown: Medeiros & Wang
Michigan State: Glancy & Koster,Georgetown: Wang & White
Michigan State: Glancy & Koster,Gonzaga: Hine & Martin
Michigan State: Glancy & Koster,Harvard: Gilmer-Hill & Mukherjee
Michigan State: Glancy & Koster,Harvard: Gilmer-Hill & Mukherjee
Michigan State: Glancy & Koster,Indiana: Holland & Oluwayomi
Michigan State: Glancy & Koster,Iowa: Cavanaugh & Namakula
Michigan State: Glancy & Koster,Johnson County: Babcock & Babcock
Michigan State: Glancy & Koster,Johnson County: Babcock & Babcock
Michigan State: Glancy & Koster,Kansas: Barreto & Snow
Michigan State: Glancy & Koster,Kansas: Barreto & Snow
Michigan State: Glancy & Koster,Kansas: McMahon & Scott
Michigan State: Glancy & Koster,Kansas: Park & Semrick
Michigan State: Glancy & Koster,Kansas: Scott & Snow
Michigan State: Glancy & Koster,Kentucky: Adam & Kiihnl
Michigan State: Glancy & Koster,Kentucky: Barrett & Dal Pra
Michigan State: Glancy & Koster,Kentucky: Stockstill & Weinhardt
Michigan State: Glancy & Koster,Liberty: Cazeau & Robinson
Michigan State: Glancy & Koster,Liberty: Solsman & Wagner
Michigan State: Glancy & Koster,Liberty: Solsman & Wagner
Michigan State: Glancy & Koster,Michigan State: Meloche & Miklovis
Michigan State: Glancy & Koster,Michigan: Harrington & McGraw
Michigan State: Glancy & Koster,Minnesota: Johnson & Sun
Michigan State: Glancy & Koster,Minnesota: Johnson & Sun
Michigan State: Glancy & Koster,Minnesota: Phoenix-Flood & Rao
Michigan State: Glancy & Koster,Navy: Lewis & Rock
Michigan State: Glancy & Koster,Northwestern: Landgraff & Stamenkovic Diez
Michigan State: Glancy & Koster,Northwestern: Landgraff & Wegener
Michigan State: Glancy & Koster,Northwestern: Park & Stamenkovic Diez
Michigan State: Glancy & Koster,Purdue: Senapati & Sumita
Michigan State: Glancy & Koster,Southern California: Hayden & Northcutt-Wyly
Michigan State: Glancy & Koster,UT Dallas: Lasseter & Mubarak
Michigan State: Glancy & Koster,UT Dallas: Lasseter & Watson
Michigan State: Glancy & Koster,UT Dallas: Lasseter & Watson
Michigan State: Glancy & Koster,Wake Forest: Bathily & Trotman
Michigan State: Glancy & Koster,Wake Forest: Roark & Smith
Michigan State: Glancy & Koster,Wayne State: Bagdon & Reynolds
Michigan State: Glancy & Koster,Wayne State: Mckenzie & Roumayah
Michigan State: Glancy & Koster,Wayne State: Reynolds & Reza Husain
Michigan State: Glancy & Koster,Wayne State: Reynolds & Reza Husain
Michigan State: Glancy & Koster,Wyoming: Cole & Radcliffe
Michigan State: Glancy & Meloche,Baylor: Hudson & Laibe
Michigan State: Glancy & Meloche,Binghamton: Marin & Santora
Michigan State: Glancy & Meloche,Binghamton: Picallo & T. Louis
Michigan State: Glancy & Meloche,Boston College: Cheek & Gleason
Michigan State: Glancy & Meloche,Central Oklahoma: Huffman & Smith
Michigan State: Glancy & Meloche,Dartmouth: Datel & Parikh
Michigan State: Glancy & Meloche,Dartmouth: Datel & Parikh
Michigan State: Glancy & Meloche,Emory: Kim & Shirts
Michigan State: Glancy & Meloche,Emory: Pierce & Wallen
Michigan State: Glancy & Meloche,Emory: Sandhu & Waghray
Michigan State: Glancy & Meloche,Emporia State: Krambeer & Reed-Valizan
Michigan State: Glancy & Meloche,George Mason: Loew & Reed
Michigan State: Glancy & Meloche,Georgetown: Cowan & Murarka
Michigan State: Glancy & Meloche,Georgetown: Greer & White
Michigan State: Glancy & Meloche,Georgetown: Zaidi & Zinober
Michigan State: Glancy & Meloche,Gonzaga: Dawson & Wellman
Michigan State: Glancy & Meloche,Houston: Kidd & Nguyen
Michigan State: Glancy & Meloche,Indiana: Jasani & Penumetcha
Michigan State: Glancy & Meloche,Kansas State: Robertson & Sum
Michigan State: Glancy & Meloche,Kansas: Park & Semrick
Michigan State: Glancy & Meloche,Michigan: Gies & Mikelson
Michigan State: Glancy & Meloche,Minnesota: Johnson & Phoenix-Flood
Michigan State: Glancy & Meloche,Minnesota: Johnson & Phoenix-Flood
Michigan State: Glancy & Meloche,Oakton: Karsh & Toro
Michigan State: Glancy & Meloche,Oklahoma: Sullivan & Teague
Michigan State: Glancy & Meloche,Purdue: Crisan & Manian
Michigan State: Glancy & Meloche,Southern California: Bhadani & Sun
Michigan State: Glancy & Meloche,Southern California: Rahman & Reese
Michigan State: Glancy & Meloche,Southern California: Rahman & Reese
Michigan State: Glancy & Meloche,Texas: Desai & Kashyap
Michigan State: Glancy & Meloche,UC Berkeley: Fleming & Tsan
Michigan State: Glancy & Meloche,UC Berkeley: Menotti & Reichel
Michigan State: Glancy & Meloche,UMass Amherst: Berhe & Mukherjee
Michigan State: Glancy & Meloche,Wake Forest: Bathily & Smith
Michigan State: Glancy & Meloche,Wayne State: Howard & Trestrail
Michigan State: Glancy & Meloche,West Georgia: Forsyth & Keller
Michigan State: Glancy & Meloche,Wyoming: Lassen & Powers
Michigan State: Glancy & Miklovis,Emory: Bedi & Waghray
Michigan State: Glancy & Miklovis,George Mason: Loew & Reed
Michigan State: Glancy & Miklovis,Minnesota: Parrish & Prost
Michigan State: Glancy & Miklovis,Missouri State: Cade & Lucas
Michigan State: Glancy & Miklovis,Wake Forest: Bressler & Mojica
Michigan State: Glancy & Scott,Indiana: Gupta & Sabry
Michigan State: Glancy & Scott,Kansas: Soper & Woodcock
Michigan State: Glancy & Scott,Kentucky: Barrett & Lucas
Michigan State: Glancy & Scott,Kentucky: Kendrick & McBlain
Michigan State: Glancy & Scott,NYU: Hussain & Pierce
Michigan State: Glancy & Weber,Baylor: Laibe & McClinton
Michigan State: Glancy & Weber,Minnesota: Granstrom & Johnson
Michigan State: Glancy & Weber,Missouri State: Cade & Wilkinson
Michigan State: Grossman & Serrins,Baylor: Laibe & McClinton
Michigan State: Grossman & Serrins,Dartmouth: Mancini & Shankar
Michigan State: Grossman & Serrins,Emory: Eckel & Zhang
Michigan State: Grossman & Serrins,Emory: Navarrete & Palmer
Michigan State: Grossman & Serrins,Emory: Pak & Rajagopal
Michigan State: Grossman & Serrins,George Mason: Sams & Swisher
Michigan State: Grossman & Serrins,Georgetown: Kumar & Lawless
Michigan State: Grossman & Serrins,Georgia: Mruz & Wakefield
Michigan State: Grossman & Serrins,Houston: Fox & Lea
Michigan State: Grossman & Serrins,Indiana: Gupta & Sabry
Michigan State: Grossman & Serrins,Indiana: Holland & Oluwayomi
Michigan State: Grossman & Serrins,Iowa: Cavanaugh & Pieropan
Michigan State: Grossman & Serrins,Kentucky: Di & Ivackovic
Michigan State: Grossman & Serrins,Minnesota: Ferguson & Rao
Michigan State: Grossman & Serrins,Missouri State: Hartter & Lucas
Michigan State: Grossman & Serrins,Navy: Lewis & Rock
Michigan State: Grossman & Serrins,Purdue: Joseph & Sidhu
Michigan State: Grossman & Serrins,Samford: Gregory & Tarnowski
Michigan State: Grossman & Serrins,Texas: Coltzer & Marriott-Voss
Michigan State: Grossman & Serrins,UC Berkeley: Eusterman & Eusterman
Michigan State: Grossman & Serrins,UC Berkeley: Fleming & Quigley
Michigan State: Grossman & Serrins,UMass Amherst: Cai & Mukherjee
Michigan State: Grossman & Serrins,UT Dallas: Lasseter & Mubarak
Michigan State: Grossman & Serrins,Wake Forest: Aaron & Williams
Michigan State: Grossman & Serrins,Wayne State: Bagdon & Reynolds
Michigan State: Grossman & Serrins,Wayne State: Mckenzie & Roumayah
Michigan State: Gusis & Koster,Emory: Bedi & Waghray
Michigan State: Gusis & Koster,Pittsburgh: Rabbini & Shah
Michigan State: Gusis & Koster,Wyoming: Lassen & Powers
Michigan State: Gusis & Miklovis,Baylor: Hudson & Laibe
Michigan State: Gusis & Miklovis,Boston College: Cheek & Gleason
Michigan State: Gusis & Miklovis,Central Oklahoma: Wendland & Williams
Michigan State: Gusis & Miklovis,CSU Fullerton: Ayyala & Martinez
Michigan State: Gusis & Miklovis,Emory: Conry & Yang
Michigan State: Gusis & Miklovis,Emory: Doubledee & Satovsky
Michigan State: Gusis & Miklovis,Emory: Kim & Lobo
Michigan State: Gusis & Miklovis,Emory: Palmer & Ravikumar
Michigan State: Gusis & Miklovis,Emory: Palmer & Ravikumar
Michigan State: Gusis & Miklovis,Emory: Pierce & Wallen
Michigan State: Gusis & Miklovis,Emory: Satovsky & Shirts
Michigan State: Gusis & Miklovis,Emporia State: Krambeer & Reed-Valizan
Michigan State: Gusis & Miklovis,George Mason: Dover & Wright
Michigan State: Gusis & Miklovis,George Mason: Loew & Reed
Michigan State: Gusis & Miklovis,Georgetown: Lawless & Wang
Michigan State: Gusis & Miklovis,Georgetown: Lawless & Wang
Michigan State: Gusis & Miklovis,Harvard: Gines & Ogbogu
Michigan State: Gusis & Miklovis,Houston: Khan & Yadagiri
Michigan State: Gusis & Miklovis,Indiana: Fish & Hoham
Michigan State: Gusis & Miklovis,Indiana: Fish & Hoham
Michigan State: Gusis & Miklovis,Kansas State: Robertson & Turner
Michigan State: Gusis & Miklovis,Kansas: Harris & Wilkus
Michigan State: Gusis & Miklovis,Liberty: Hamilton & Short
Michigan State: Gusis & Miklovis,Michigan State: Koster & Lewis
Michigan State: Gusis & Miklovis,Michigan: Gao & Shih
Michigan State: Gusis & Miklovis,Minnesota: Anderson McElligott & Kivimaki
Michigan State: Gusis & Miklovis,Minnesota: Davis & Parrish
Michigan State: Gusis & Miklovis,Minnesota: Johnson & Phoenix-Flood
Michigan State: Gusis & Miklovis,Minnesota: Prost & Wells
Michigan State: Gusis & Miklovis,Missouri State: Cade & Lucas
Michigan State: Gusis & Miklovis,New School: Chaturvedi & Kaase
Michigan State: Gusis & Miklovis,Northwestern: Agbede & Rubin
Michigan State: Gusis & Miklovis,Northwestern: Agbede & Rubin
Michigan State: Gusis & Miklovis,Northwestern: Avery & Kim
Michigan State: Gusis & Miklovis,Northwestern: Souchet & Stamenkovic Diez
Michigan State: Gusis & Miklovis,Northwestern: Souchet & Stamenkovic Diez
Michigan State: Gusis & Miklovis,Northwestern: Stamenkovic Diez & Subingsubing
Michigan State: Gusis & Miklovis,Purdue: Crisan & Manian
Michigan State: Gusis & Miklovis,Southern California: Rahman & Reese
Michigan State: Gusis & Miklovis,Texas: Anderson & Davis
Michigan State: Gusis & Miklovis,Texas: Huang & Stone
Michigan State: Gusis & Miklovis,Trinity: Moore & Patterson
Michigan State: Gusis & Miklovis,UT Dallas: Lasseter & Mubarak
Michigan State: Gusis & Miklovis,UT Dallas: Lasseter & Mubarak
Michigan State: Gusis & Miklovis,UT Dallas: Lasseter & Watson
Michigan State: Gusis & Miklovis,Wake Forest: Bressler & Mojica
Michigan State: Gusis & Miklovis,Wake Forest: Elliott & Perez
Michigan State: Gusis & Miklovis,Washington: Schons & Shaw
Michigan State: Gusis & Miklovis,West Georgia: Forsyth & Keller
Michigan State: Gusis & Miklovis,West Georgia: Kaidar-Heafetz & Roark
Michigan State: Gusis & Miklovis,Wichita State: Molina Chavez & Reed-Valizan
Michigan State: Gusis & Miklovis,Wyoming: Lassen & Powers
Michigan State: Jarman & Scott,CSU Fullerton: Loayza & Wiessner
Michigan State: Jarman & Scott,Emory: Feldman & Waghray
Michigan State: Jarman & Scott,Emory: Hazelbrook & Wilson
Michigan State: Jarman & Scott,Indiana: Logan & Vidali
Michigan State: Jarman & Scott,Oklahoma: Morales & Toro
Michigan State: Jarman & Scott,Oklahoma: Waheed & Yarborough
Michigan State: Jarman & Scott,Rochester: Edelstein & Emrich
Michigan State: Jarman & Scott,Samford: Riggs & Tarnowski
Michigan State: Jarman & Scott,Wyoming: Lassen & Powers
Michigan State: Koster & Lewis,Baylor: Darwish & Hudson
Michigan State: Koster & Lewis,Binghamton: Choudhury & T. Louis
Michigan State: Koster & Lewis,Dartmouth: Vazquez Torres & Wallace
Michigan State: Koster & Lewis,Harvard: Hijjawi & Place
Michigan State: Koster & Lewis,Iowa: Bilicki & Huffman
Michigan State: Koster & Lewis,Kansas: Logback & Sharman
Michigan State: Koster & Lewis,Kansas: Wilkus & Williams
Michigan State: Koster & Lewis,Minnesota: Herzer & Munson
Michigan State: Koster & Lewis,Minnesota: Prost & Wells
Michigan State: Koster & Lewis,Trinity: Evenstad & Patterson
Michigan State: Koster & Lewis,Wake Forest: Gong & Leadham
Michigan State: Koster & Lewis,Wichita State: Freeman & McManus
Michigan State: Koster & Montford,Baylor: LoCicero & Sturgeon
Michigan State: Koster & Montford,Emory: Kim & Lobo
Michigan State: Koster & Montford,Minnesota: Johnson & Phoenix-Flood
Michigan State: Koster & Montford,Northwestern: Souchet & Stamenkovic Diez
Michigan State: Koster & Montford,Wichita State: Freeman & McManus
Michigan State: Koster & Scott,Binghamton: Peguero & Picallo
Michigan State: Koster & Scott,CSU Fullerton: Jensen & Kejejyan
Michigan State: Koster & Scott,Harvard: Dean & Gines
Michigan State: Koster & Scott,Indiana: Jasani & Oluwayomi
Michigan State: Koster & Scott,Kansas: Guyot & Zin
Michigan State: Koster & Scott,Minnesota: Johnson & Sun
Michigan State: Koster & Scott,Missouri State: Grace & Reeves
Michigan State: Koster & Scott,Southern California: Allison & Winchell
Michigan State: Koster & Scott,UT Dallas: Lasseter & Watson
Michigan State: Koster & Scott,Wake Forest: Crowley & Majeed
Michigan State: Koster & Scott,Wayne State: Guevara-West & Reza Husain
Michigan State: Koster & Scott,Wyoming: Graham & Lever
Michigan State: Meloche & Miklovis,Binghamton: Marin & Santora
Michigan State: Meloche & Miklovis,Central Oklahoma: Huffman & Wendland
Michigan State: Meloche & Miklovis,George Mason: Armstrong & Loew
Michigan State: Meloche & Miklovis,George Mason: Lowry & Peake
Michigan State: Meloche & Miklovis,Georgetown: Wang & White
Michigan State: Meloche & Miklovis,Kansas State: Spond & Turner
Michigan State: Meloche & Miklovis,Kentucky: Adam & Kiihnl
Michigan State: Meloche & Miklovis,Kentucky: Adam & Kiihnl
Michigan State: Meloche & Miklovis,Kentucky: Adam & Kiihnl
Michigan State: Meloche & Miklovis,Michigan: Flashner & Mikelson
Michigan State: Meloche & Miklovis,Minnesota: Amundsen & Frese
Michigan State: Meloche & Miklovis,Minnesota: Johnson & Sun
Michigan State: Meloche & Miklovis,Minnesota: Johnson & Sun
Michigan State: Meloche & Miklovis,Minnesota: Johnson & Sun
Michigan State: Meloche & Miklovis,Minnesota: Phoenix-Flood & Rao
Michigan State: Meloche & Miklovis,Missouri State: Cade & Reeves
Michigan State: Meloche & Miklovis,Missouri State: Lucas & Reeves
Michigan State: Meloche & Miklovis,Missouri State: Wilkinson & Woodall
Michigan State: Meloche & Miklovis,Northwestern: Park & Stamenkovic Diez
